smiles,reward,C,uncertainty
Cc1nc2c(nc1C)c1c3c(c4sc(-c5ccc(-c6ccc(C=C7C(=O)c8c(Cl)cc(Br)cc8C7=C(C#N)C#N)c7nsnc67)c6nsnc56)c(C)c4n3C)n(C)c1c1c2c2c(c3sc(-c4ccc(-c5ccc(C=C6C(=O)c7c(Cl)cc(Br)cc7C6=C(C#N)C#N)c6nsnc56)c5nsnc45)c(C)c3n2C)n1C,-1.983219455389983,1.0,0.0012260756658362126
Cc1nc2c(nc1C)c1c(ncc3c4ccc(-c5ccc(-c6ccc(C=C7C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)[nH]6)cc5)c(C)c4oc31)c1ncc3c4ccc(-c5ccc(-c6ccc(C=C7C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)[nH]6)cc5)c(C)c4oc3c12,-2.936872565444214,1.0,0.0006203186056588095
Cc1nc2c(nc1C)c1c(sc3c4ccc(-c5ccc(-c6ccc(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)s6)c6nsnc56)c(C)c4n(C)c31)c1sc3c4ccc(-c5ccc(-c6ccc(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)s6)c6nsnc56)c(C)c4n(C)c3c21,-2.484841330998625,1.0,0.00011109617182292197
Cc1c(-c2ccc(-c3ccc(C=C4C(=O)c5cc(C(F)(F)F)ccc5C4=C(C#N)C#N)cc3)c3nsnc23)oc2c3ccc4c5ccc6c7oc(-c8ccc(-c9ccc(C=C%10C(=O)c%11cc(C(F)(F)F)ccc%11C%10=C(C#N)C#N)cc9)c9nsnc89)c(C)c7n(C)c6c5c5nsnc5c4c3n(C)c12,-2.435780922623008,1.0,0.0005399119870803659
Cc1c(-c2ccc(-c3ccc(C=C4C(=O)c5cc6sc(Br)cc6cc5C4=C(C#N)C#N)s3)cc2)ccc2c1oc1c3c4nonc4c4c5oc6c(C)c(-c7ccc(-c8ccc(C=C9C(=O)c%10cc%11sc(Br)cc%11cc%10C9=C(C#N)C#N)s8)cc7)ccc6c5n(C)c4c3n(C)c21,-2.777495371378887,1.0,0.0012181922615726037
Cc1c(-c2ccc(C=CC=CC=C3C(=O)c4cc(Cl)c(Cl)cc4C3=C(C#N)C#N)[nH]2)ncc2c1ncc1c2cnc2c3ncc4c5cnc(-c6ccc(C=CC=CC=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)[nH]6)c(C)c5ncc4c3c3nn(C)nc3c12,-2.151123607603122,1.0,0.0004918119761141426
Cc1nc2c(nc1C)c1c3oc4c(C)c(C=C5C(=O)c6c(ccc(Br)c6Cl)C5=C(C#N)C#N)ccc4c3n(C)c1c1c2c2oc3c(C)c(C=C4C(=O)c5c(ccc(Br)c5Cl)C4=C(C#N)C#N)ccc3c2n1C,-2.495766255958534,1.0,9.708199581837107e-05
Cc1c(-c2ccc(-c3ccc(C=C4C(=O)c5cc6sc(Br)cc6cc5C4=C(C#N)C#N)s3)c3nsnc23)ncc2c3ccc4c5ccc6c7cnc(-c8ccc(-c9ccc(C=C%10C(=O)c%11cc%12sc(Br)cc%12cc%11C%10=C(C#N)C#N)s9)c9nsnc89)c(C)c7n(C)c6c5c5nonc5c4c3n(C)c12,-2.6714407652414143,1.0,0.00013532327725140902
Cc1nc2c(nc1C)c1c(ccc3c1ccc1c(C)c(C=CC=CC=C4C(=O)c5c(ccc(Br)c5Cl)C4=C(C#N)C#N)n(C)c13)c1ccc3c(ccc4c(C)c(C=CC=CC=C5C(=O)c6c(ccc(Br)c6Cl)C5=C(C#N)C#N)n(C)c43)c12,-2.2193185083856277,1.0,0.0001315365779577249
Cc1c(C=C2C(=O)c3c(Cl)cc(Br)cc3C2=C(C#N)C#N)sc2c1ccc1c2sc2c3sc4c(ccc5c(C)c(C=C6C(=O)c7c(Cl)cc(Br)cc7C6=C(C#N)C#N)sc54)c3c3nccnc3c12,-2.6326675101268684,1.0,0.0003735115345344653
Cc1c(C=CC=Cc2ccc(C=C3C(=O)c4c(Cl)cc(Br)cc4C3=C(C#N)C#N)c3nsnc23)ncc2c1sc1c2sc2c3sc4c5cnc(C=CC=Cc6ccc(C=C7C(=O)c8c(Cl)cc(Br)cc8C7=C(C#N)C#N)c7nsnc67)c(C)c5sc4c3c(F)c(F)c12,-2.3687884846110188,1.0,7.283185592488195e-05
Cc1c(-c2ccc(C=C3C(=O)c4cscc4C3=C(C#N)C#N)cc2)ccc2c1ncc1c2ccc2c3ccc4c5ccc(-c6ccc(C=C7C(=O)c8cscc8C7=C(C#N)C#N)cc6)c(C)c5ncc4c3c3nn(C)nc3c12,-3.177289467823571,1.0,0.0002682888514264903
Cc1c(-c2ccc(-c3ccc(C=C4C(=O)c5c(csc5Cl)C4=C(C#N)C#N)s3)cc2)ncc2c1sc1c2cnc2c3ncc4c5cnc(-c6ccc(-c7ccc(C=C8C(=O)c9c(csc9Cl)C8=C(C#N)C#N)s7)cc6)c(C)c5sc4c3c3nn(C)nc3c21,-2.7731942620700005,1.0,0.00020173916485966004
Cc1c(C=C2C(=O)c3cc(Cl)c(Br)cc3C2=C(C#N)C#N)sc2c1sc1c2ccc2c3ccc4c5sc(C=C6C(=O)c7cc(Cl)c(Br)cc7C6=C(C#N)C#N)c(C)c5sc4c3c3ccccc3c21,-2.6498841041780223,1.0,4.494876162830508e-05
Cc1c(-c2ccc(C=C3C(=O)c4cc5sccc5cc4C3=C(C#N)C#N)[nH]2)ncc2c1ncc1c2ncc2c3cnc4c5cnc(-c6ccc(C=C7C(=O)c8cc9sccc9cc8C7=C(C#N)C#N)[nH]6)c(C)c5ncc4c3c3nsnc3c21,-2.8101027175636526,1.0,0.0015776336505517463
Cc1c(-c2ccc(C=C3C(=O)c4c(ccc(Br)c4Cl)C3=C(C#N)C#N)[nH]2)sc2c1ncc1c2cnc2c3ncc4c(cnc5c(C)c(-c6ccc(C=C7C(=O)c8c(ccc(Br)c8Cl)C7=C(C#N)C#N)[nH]6)sc54)c3c3ccccc3c12,-2.6606446466335467,1.0,8.625558116115428e-05
Cc1nc2c(nc1C)c1c3oc4c(C)c(C=CC=Cc5ccc(C=C6C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c6nsnc56)sc4c3oc1c1oc3c(oc4c(C)c(C=CC=Cc5ccc(C=C6C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c6nsnc56)sc43)c21,-1.9808050559167878,1.0,0.00176742189880974
Cc1c(-c2ccc(C=CC=CC=C3C(=O)c4cc(Cl)c(Br)cc4C3=C(C#N)C#N)c3nsnc23)sc2c1ncc1c2cnc2c3ncc4c(cnc5c(C)c(-c6ccc(C=CC=CC=C7C(=O)c8cc(Cl)c(Br)cc8C7=C(C#N)C#N)c7nsnc67)sc54)c3c3ccccc3c12,-2.3930489332524862,1.0,7.6817438358745e-05
Cc1nc2c(nc1C)c1c(cnc3c4ccc(-c5ccc(C=C6C(=O)c7cc8sccc8cc7C6=C(C#N)C#N)cc5)c(C)c4oc31)c1cnc3c4ccc(-c5ccc(C=C6C(=O)c7cc8sccc8cc7C6=C(C#N)C#N)cc5)c(C)c4oc3c12,-3.1308158062357605,1.0,0.0004452849862079944
Cc1c(-c2ccc(-c3ccc(C=C4C(=O)c5cc(Br)c(Cl)cc5C4=C(C#N)C#N)s3)[nH]2)n(C)c2c1ccc1c2ccc2c3ccc4c(ccc5c(C)c(-c6ccc(-c7ccc(C=C8C(=O)c9cc(Br)c(Cl)cc9C8=C(C#N)C#N)s7)[nH]6)n(C)c54)c3c3nccnc3c21,-2.363434064083113,1.0,0.0009699423418965125
Cc1c(-c2ccc(-c3ccc(C=C4C(=O)c5c(Cl)cc(Br)cc5C4=C(C#N)C#N)c4nsnc34)c3nsnc23)oc2c1n(C)c1c3c4nn(C)nc4c4c5c(c6oc(-c7ccc(-c8ccc(C=C9C(=O)c%10c(Cl)cc(Br)cc%10C9=C(C#N)C#N)c9nsnc89)c8nsnc78)c(C)c6n5C)n(C)c4c3n(C)c21,-1.8460873335119032,1.0,5.06191781273202e-05
Cc1c(C=CC=CC=CC=CC=C2C(=O)c3cc(Br)c(Br)cc3C2=C(C#N)C#N)n(C)c2c1ccc1c2ncc2c3cnc4c(ccc5c(C)c(C=CC=CC=CC=CC=C6C(=O)c7cc(Br)c(Br)cc7C6=C(C#N)C#N)n(C)c54)c3c3nn(C)nc3c21,-1.9318544501354808,1.0,0.0007752491334702682
Cc1c(-c2ccc(C=CC=CC=C3C(=O)c4cc5sccc5cc4C3=C(C#N)C#N)s2)sc2c1oc1c2ccc2c3ccc4c(oc5c(C)c(-c6ccc(C=CC=CC=C7C(=O)c8cc9sccc9cc8C7=C(C#N)C#N)s6)sc54)c3c3nsnc3c21,-2.2252638898856048,1.0,0.000336433886684695
Cc1c(C=CC=CC=CC=CC=C2C(=O)c3cc(Br)c(Cl)cc3C2=C(C#N)C#N)ncc2c1ccc1c3c4ccccc4c4c5ccc6c(C)c(C=CC=CC=CC=CC=C7C(=O)c8cc(Br)c(Cl)cc8C7=C(C#N)C#N)ncc6c5n(C)c4c3n(C)c21,-1.9193471269839208,1.0,0.0011235291785300916
Cc1c(-c2ccc(C=C3C(=O)c4cc(C(F)(F)F)ccc4C3=C(C#N)C#N)c3nsnc23)oc2c3ncc4c5cnc6c7oc(-c8ccc(C=C9C(=O)c%10cc(C(F)(F)F)ccc%10C9=C(C#N)C#N)c9nsnc89)c(C)c7n(C)c6c5c5nsnc5c4c3n(C)c12,-2.2451617464725815,1.0,0.00012447948642169138
Cc1nc2c(nc1C)c1c(ccc3c4ccc(-c5ccc(C=C6C(=O)c7cc8sccc8cc7C6=C(C#N)C#N)c6nsnc56)c(C)c4n(C)c31)c1ccc3c4ccc(-c5ccc(C=C6C(=O)c7cc8sccc8cc7C6=C(C#N)C#N)c6nsnc56)c(C)c4n(C)c3c12,-2.776249982473258,1.0,0.0007161638172474838
Cc1nc2c(nc1C)c1c3ccc4c(C)c(-c5ccc(-c6ccc(C=C7C(=O)c8cscc8C7=C(C#N)C#N)c7nsnc67)c6nsnc56)oc4c3cnc1c1ncc3c(ccc4c(C)c(-c5ccc(-c6ccc(C=C7C(=O)c8cscc8C7=C(C#N)C#N)c7nsnc67)c6nsnc56)oc43)c12,-2.453838293220307,1.0,0.0010767672942195716
Cc1nc2c(nc1C)c1c(cnc3c4oc(C=C5C(=O)c6cc7sc(Br)cc7cc6C5=C(C#N)C#N)c(C)c4n(C)c31)c1cnc3c4oc(C=C5C(=O)c6cc7sc(Br)cc7cc6C5=C(C#N)C#N)c(C)c4n(C)c3c12,-2.4921187920755337,1.0,0.0005871750132584452
Cc1c(-c2ccc(C=CC=CC=C3C(=O)c4c(Cl)cc(Br)cc4C3=C(C#N)C#N)[nH]2)sc2c3oc4c5oc6c7sc(-c8ccc(C=CC=CC=C9C(=O)c%10c(Cl)cc(Br)cc%10C9=C(C#N)C#N)[nH]8)c(C)c7n(C)c6c5c(F)c(F)c4c3n(C)c12,-1.9432259913488032,1.0,8.730234189613384e-05
Cc1nc2c(nc1C)c1c(ncc3c4cnc(-c5ccc(C=C6C(=O)c7c(csc7Cl)C6=C(C#N)C#N)[nH]5)c(C)c4oc31)c1ncc3c4cnc(-c5ccc(C=C6C(=O)c7c(csc7Cl)C6=C(C#N)C#N)[nH]5)c(C)c4oc3c12,-2.7627308489559623,1.0,0.0006524405192154248
Cc1c(-c2ccc(-c3ccc(C=C4C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)[nH]3)[nH]2)ncc2c1sc1c2sc2c3sc4c5cnc(-c6ccc(-c7ccc(C=C8C(=O)c9cc(Cl)c(Cl)cc9C8=C(C#N)C#N)[nH]7)[nH]6)c(C)c5sc4c3c3nsnc3c12,-2.5258215092666525,1.0,0.0007346834945316516
Cc1c(-c2ccc(-c3ccc(C=C4C(=O)c5cc(C(F)(F)F)ccc5C4=C(C#N)C#N)cc3)s2)ncc2c1ncc1c2sc2c3sc4c5cnc(-c6ccc(-c7ccc(C=C8C(=O)c9cc(C(F)(F)F)ccc9C8=C(C#N)C#N)cc7)s6)c(C)c5ncc4c3c3nonc3c12,-2.7173615572127257,1.0,0.00013364609575283737
Cc1c(-c2ccc(C=C3C(=O)c4c(csc4Cl)C3=C(C#N)C#N)[nH]2)n(C)c2c1sc1c2ccc2c3ccc4c(sc5c(C)c(-c6ccc(C=C7C(=O)c8c(csc8Cl)C7=C(C#N)C#N)[nH]6)n(C)c54)c3c3nccnc3c21,-2.4366690967766735,1.0,0.0002668185938077272
Cc1c(-c2ccc(-c3ccc(C=C4C(=O)c5c(Cl)cc(Br)cc5C4=C(C#N)C#N)c4nsnc34)c3nsnc23)oc2c1ncc1c2sc2c3sc4c(cnc5c(C)c(-c6ccc(-c7ccc(C=C8C(=O)c9c(Cl)cc(Br)cc9C8=C(C#N)C#N)c8nsnc78)c7nsnc67)oc54)c3c3nsnc3c12,-2.4240843612590566,1.0,0.00044352144971160357
Cc1c(-c2ccc(-c3ccc(C=C4C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)[nH]3)c3nsnc23)ncc2c1ncc1c2cnc2c3ncc4c5cnc(-c6ccc(-c7ccc(C=C8C(=O)c9cc(F)c(F)cc9C8=C(C#N)C#N)[nH]7)c7nsnc67)c(C)c5ncc4c3c3ccccc3c12,-2.62883347405766,1.0,0.0008522132568007379
Cc1nc2c(nc1C)c1c3cnc4c(C)c(-c5ccc(-c6ccc(C=C7C(=O)c8cc(Br)c(Cl)cc8C7=C(C#N)C#N)[nH]6)c6nsnc56)n(C)c4c3sc1c1sc3c(cnc4c(C)c(-c5ccc(-c6ccc(C=C7C(=O)c8cc(Br)c(Cl)cc8C7=C(C#N)C#N)[nH]6)c6nsnc56)n(C)c43)c21,-2.400234421731311,1.0,0.0005049981196982856
Cc1c(-c2ccc(-c3ccc(C=C4C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)[nH]3)c3nsnc23)ncc2c3oc4c5oc6c7cnc(-c8ccc(-c9ccc(C=C%10C(=O)c%11cc(Cl)c(Cl)cc%11C%10=C(C#N)C#N)[nH]9)c9nsnc89)c(C)c7n(C)c6c5c5nsnc5c4c3n(C)c12,-2.497239103076198,1.0,8.174384293990755e-05
Cc1c(-c2ccc(-c3ccc(C=C4C(=O)c5cc(Br)c(Br)cc5C4=C(C#N)C#N)cc3)c3nsnc23)sc2c3ccc4c5ccc6c7sc(-c8ccc(-c9ccc(C=C%10C(=O)c%11cc(Br)c(Br)cc%11C%10=C(C#N)C#N)cc9)c9nsnc89)c(C)c7n(C)c6c5c5nonc5c4c3n(C)c12,-2.568668136011025,1.0,4.2715233928625196e-05
Cc1c(-c2ccc(-c3ccc(C=C4C(=O)c5cc6sccc6cc5C4=C(C#N)C#N)cc3)[nH]2)ccc2c1sc1c3c4nonc4c4c5sc6c(C)c(-c7ccc(-c8ccc(C=C9C(=O)c%10cc%11sccc%11cc%10C9=C(C#N)C#N)cc8)[nH]7)ccc6c5n(C)c4c3n(C)c21,-2.7041885994998873,1.0,0.00021571548029619692
Cc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)oc2c1n(C)c1c3c(F)c(F)c4c5c(c6oc(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)c(C)c6n5C)n(C)c4c3n(C)c21,-2.1695032316274974,1.0,6.237425714861189e-05
Cc1c(-c2ccc(C=CC=CC=C3C(=O)c4c(ccc(Br)c4Cl)C3=C(C#N)C#N)s2)sc2c1sc1c2ccc2c3ccc4c5sc(-c6ccc(C=CC=CC=C7C(=O)c8c(ccc(Br)c8Cl)C7=C(C#N)C#N)s6)c(C)c5sc4c3c3nn(C)nc3c21,-2.189666581888676,1.0,4.40119221307711e-05
Cc1c(C=C2C(=O)c3cc(Cl)c(Br)cc3C2=C(C#N)C#N)n(C)c2c1oc1c2ncc2c3cnc4c(oc5c(C)c(C=C6C(=O)c7cc(Cl)c(Br)cc7C6=C(C#N)C#N)n(C)c54)c3c3ccccc3c21,-2.5537671218928573,1.0,6.708236040253723e-05
Cc1c(-c2ccc(C=C3C(=O)c4c(ccc(Br)c4Cl)C3=C(C#N)C#N)s2)ncc2c1oc1c2sc2c3sc4c5cnc(-c6ccc(C=C7C(=O)c8c(ccc(Br)c8Cl)C7=C(C#N)C#N)s6)c(C)c5oc4c3c3ccccc3c12,-2.6059080673435937,1.0,0.00013949157282588942
Cc1c(-c2ccc(-c3ccc(C=C4C(=O)c5cc(Br)c(Br)cc5C4=C(C#N)C#N)s3)[nH]2)ccc2c1oc1c3c4nonc4c4c5oc6c(C)c(-c7ccc(-c8ccc(C=C9C(=O)c%10cc(Br)c(Br)cc%10C9=C(C#N)C#N)s8)[nH]7)ccc6c5n(C)c4c3n(C)c21,-2.4207843028354254,1.0,0.00011874360196717504
Cc1c(-c2ccc(-c3ccc(C=C4C(=O)c5c(Cl)cc(Br)cc5C4=C(C#N)C#N)[nH]3)cc2)ccc2c1ncc1c2sc2c3sc4c5ccc(-c6ccc(-c7ccc(C=C8C(=O)c9c(Cl)cc(Br)cc9C8=C(C#N)C#N)[nH]7)cc6)c(C)c5ncc4c3c3nccnc3c12,-2.8329245817447797,1.0,0.0017506049314537364
Cc1c(C=CC=Cc2ccc(C=C3C(=O)c4c(csc4Cl)C3=C(C#N)C#N)s2)sc2c3cnc4c5ncc6c7sc(C=CC=Cc8ccc(C=C9C(=O)c%10c(csc%10Cl)C9=C(C#N)C#N)s8)c(C)c7n(C)c6c5c5nonc5c4c3n(C)c12,-2.225780875936033,1.0,0.00040285674126572246
Cc1c(-c2ccc(-c3ccc(C=C4C(=O)c5cc(Br)c(Br)cc5C4=C(C#N)C#N)[nH]3)s2)n(C)c2c1ncc1c2sc2c3sc4c(cnc5c(C)c(-c6ccc(-c7ccc(C=C8C(=O)c9cc(Br)c(Br)cc9C8=C(C#N)C#N)[nH]7)s6)n(C)c54)c3c3nccnc3c12,-2.540341665722501,1.0,6.935886605052843e-05
Cc1c(-c2ccc(-c3ccc(C=C4C(=O)c5cscc5C4=C(C#N)C#N)c4nsnc34)c3nsnc23)sc2c1sc1c2oc2c3oc4c5sc(-c6ccc(-c7ccc(C=C8C(=O)c9cscc9C8=C(C#N)C#N)c8nsnc78)c7nsnc67)c(C)c5sc4c3c3ccccc3c21,-2.2168781743724684,1.0,0.0006864651136080369
Cc1c(-c2ccc(-c3ccc(C=C4C(=O)c5cscc5C4=C(C#N)C#N)[nH]3)cc2)ncc2c1ncc1c3c4nsnc4c4c5cnc6c(C)c(-c7ccc(-c8ccc(C=C9C(=O)c%10cscc%10C9=C(C#N)C#N)[nH]8)cc7)ncc6c5n(C)c4c3n(C)c21,-2.854718510312801,1.0,0.00013978679220016943
Cc1c(-c2ccc(C=CC=CC=C3C(=O)c4cc(Cl)c(Br)cc4C3=C(C#N)C#N)s2)ccc2c1n(C)c1c3c4nsnc4c4c5c(c6ccc(-c7ccc(C=CC=CC=C8C(=O)c9cc(Cl)c(Br)cc9C8=C(C#N)C#N)s7)c(C)c6n5C)n(C)c4c3n(C)c21,-2.197681444659006,1.0,0.00012904221042919772
Cc1c(-c2ccc(C=CC=CC=C3C(=O)c4cscc4C3=C(C#N)C#N)[nH]2)sc2c1ncc1c2sc2c3sc4c(cnc5c(C)c(-c6ccc(C=CC=CC=C7C(=O)c8cscc8C7=C(C#N)C#N)[nH]6)sc54)c3c3nsnc3c12,-2.182042637593582,1.0,0.0006163016249445263
Cc1c(-c2ccc(C=CC=CC=C3C(=O)c4cscc4C3=C(C#N)C#N)[nH]2)sc2c1sc1c2ccc2c3ccc4c5sc(-c6ccc(C=CC=CC=C7C(=O)c8cscc8C7=C(C#N)C#N)[nH]6)c(C)c5sc4c3c3ccccc3c21,-2.111952782698134,1.0,0.0003299386476509625
Cc1c(-c2ccc(C=CC=CC=C3C(=O)c4cscc4C3=C(C#N)C#N)c3nsnc23)oc2c1ccc1c2oc2c3oc4c(ccc5c(C)c(-c6ccc(C=CC=CC=C7C(=O)c8cscc8C7=C(C#N)C#N)c7nsnc67)oc54)c3c3nn(C)nc3c12,-2.2255050978752933,1.0,0.00011868108008794565
Cc1c(-c2ccc(-c3ccc(C=C4C(=O)c5cc(Br)c(Br)cc5C4=C(C#N)C#N)cc3)cc2)oc2c1ncc1c3c4nonc4c4c5cnc6c(C)c(-c7ccc(-c8ccc(C=C9C(=O)c%10cc(Br)c(Br)cc%10C9=C(C#N)C#N)cc8)cc7)oc6c5n(C)c4c3n(C)c12,-2.9819128127116548,1.0,0.00019084799396118513
Cc1c(-c2ccc(C=CC=CC=C3C(=O)c4c(Cl)cc(Br)cc4C3=C(C#N)C#N)cc2)sc2c3ncc4c5cnc6c7sc(-c8ccc(C=CC=CC=C9C(=O)c%10c(Cl)cc(Br)cc%10C9=C(C#N)C#N)cc8)c(C)c7n(C)c6c5c(F)c(F)c4c3n(C)c12,-2.4523053047987604,1.0,0.0005029016969304578
Cc1c(-c2ccc(-c3ccc(C=C4C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)c4nsnc34)[nH]2)ncc2c1ccc1c2oc2c3oc4c5cnc(-c6ccc(-c7ccc(C=C8C(=O)c9cc(F)c(F)cc9C8=C(C#N)C#N)c8nsnc78)[nH]6)c(C)c5ccc4c3c3nonc3c12,-2.219220275726173,1.0,0.0006526739018735128
Cc1c(C=CC=Cc2ccc(C=C3C(=O)c4c(ccc(Br)c4Cl)C3=C(C#N)C#N)s2)ncc2c1sc1c2ncc2c3cnc4c5cnc(C=CC=Cc6ccc(C=C7C(=O)c8c(ccc(Br)c8Cl)C7=C(C#N)C#N)s6)c(C)c5sc4c3c3nonc3c21,-2.4706135529448288,1.0,0.0002422460063060683
Cc1c(C=CC=Cc2ccc(C=C3C(=O)c4cc(Br)c(Cl)cc4C3=C(C#N)C#N)c3nsnc23)ncc2c1ncc1c2oc2c3oc4c5cnc(C=CC=Cc6ccc(C=C7C(=O)c8cc(Br)c(Cl)cc8C7=C(C#N)C#N)c7nsnc67)c(C)c5ncc4c3c3nccnc3c12,-2.3822393722806936,1.0,0.00023492973411354257
Cc1c(-c2ccc(-c3ccc(C=C4C(=O)c5cc6sc(Br)cc6cc5C4=C(C#N)C#N)c4nsnc34)cc2)oc2c1ccc1c3c4nccnc4c4c5ccc6c(C)c(-c7ccc(-c8ccc(C=C9C(=O)c%10cc%11sc(Br)cc%11cc%10C9=C(C#N)C#N)c9nsnc89)cc7)oc6c5n(C)c4c3n(C)c12,-2.5728823590216905,1.0,0.00014395364133523714
Cc1c(-c2ccc(C=CC=CC=C3C(=O)c4c(csc4Cl)C3=C(C#N)C#N)s2)ncc2c1sc1c2cnc2c3ncc4c5cnc(-c6ccc(C=CC=CC=C7C(=O)c8c(csc8Cl)C7=C(C#N)C#N)s6)c(C)c5sc4c3c3nonc3c21,-2.379798171919755,1.0,0.0017462477933722909
Cc1c(-c2ccc(-c3ccc(C=C4C(=O)c5cc(Cl)c(Br)cc5C4=C(C#N)C#N)c4nsnc34)[nH]2)ccc2c3cnc4c5ncc6c7ccc(-c8ccc(-c9ccc(C=C%10C(=O)c%11cc(Cl)c(Br)cc%11C%10=C(C#N)C#N)c%10nsnc9%10)[nH]8)c(C)c7n(C)c6c5c5nsnc5c4c3n(C)c12,-2.3214022793449214,1.0,0.001478114733384217
Cc1c(C=CC=Cc2ccc(C=C3C(=O)c4c(Cl)cc(Br)cc4C3=C(C#N)C#N)cc2)n(C)c2c1oc1c3c4ccccc4c4c5oc6c(C)c(C=CC=Cc7ccc(C=C8C(=O)c9c(Cl)cc(Br)cc9C8=C(C#N)C#N)cc7)n(C)c6c5n(C)c4c3n(C)c12,-2.085481861671961,1.0,0.00010797122846284424
